name,data_type,bit_length
ENG_STM_HK_HDR_SCID,uint,8
ENG_STM_HK_HDR_FILL1,uint,1
ENG_STM_HK_HDR_FLASH_BLOCK,uint,15
ENG_STM_HK_HDR_FILL2,uint,2
ENG_STM_HK_HDR_TIME_QUALITY,uint,2
ENG_STM_HK_HDR_USEC,uint,20
ENG_STM_HK_HDR_SEC,uint,32
CDH_INFO,uint,8
CMD_LAST_OPCODE,uint,8
CMD_LAST_STATUS,uint,8
CMD_ACC_CNT,uint,16
CMD_REJ_CNT,uint,16
FSW_MAJOR_MINOR,uint,8
FSW_PATCH_VERSION,uint,8
CONTACT_TXTO_CNT,uint,16
TIME_OFFSET,uint,32
XIPHOS_VOLTAGE,uint,16
HXR_5V,uint,16
SXR_5V,uint,16
XIPHOS_POWER,uint,16
XIPHOS_DIE_TEMP,uint,16
XIPHOS_BOARD_TEMP,uint,16
XIPHOS_CURRENT,uint,16
STEAM_CURRENT,uint,16
HXR_CURRENT,uint,16
SXR_CURRENT,uint,16
THERM_TEMP_1,uint,16
THERM_TEMP_2,uint,16
THERM_TEMP_3,uint,16
THERM_TEMP_4,uint,16
THERM_TEMP_5,uint,16
THERM_TEMP_6,uint,16
THERM_TEMP_7,uint,16
CDH_ENABLES,uint,16
CDH_I2C_ERR,uint,16
CDH_UART_ERR_0,uint,16
CDH_UART_ERR_1,uint,16
CDH_UART_ERR_2,uint,16
SXR_BOARD_TEMP,uint,8
SXR_FAST_CNT_NORM,uint,16
SXR_SLOW_CNT_NORM,uint,16
SXR_DET_TEMP,uint,16
HXR_BOARD_TEMP,uint,8
HXR_FAST_CNT_NORM,uint,16
HXR_SLOW_CNT_NORM,uint,16
HXR_DET_TEMP,uint,16
HMS_FLAGS,uint,32
SPARE,uint,1256
ENG_STM_HK_CKSUM,uint,16
