name,data_type,bit_length
ENG_XACT_HDR_SCID,uint,8
ENG_XACT_HDR_FILL1,uint,1
ENG_XACT_HDR_FLASH_BLOCK,uint,15
ENG_XACT_HDR_FILL2,uint,2
ENG_XACT_HDR_TIME_QUALITY,uint,2
ENG_XACT_HDR_USEC,uint,20
ENG_XACT_HDR_SEC,uint,32
LZ_HW_SEC_CNT,uint,8
LZ_REJ_CNT,uint,8
LZ_ACC_CNT,uint,8
LZ_WD2_SEC_CNT,uint,3
LZ_PROC_RESET_ARM_STAT,uint,1
LZ_WD_RESET_EVENT_STAT,uint,1
LZ_WD_RESET_EN_STAT,uint,1
LZ_BOOT_RELAY_STATUS,uint,2
LZ_SPARE2,uint,4
LZ_CH1_HVBUS,uint,12
LZ_SPARE1,uint,4
LZ_CH0_LVBUS,uint,12
LZ_SPARE4,uint,4
LZ_CH3_1P8V,uint,12
LZ_SPARE3,uint,4
LZ_CH2_2P5V,uint,12
LZ_SPARE6,uint,4
LZ_CH5_DET_TEMP,uint,12
LZ_SPARE5,uint,4
LZ_CH4_1P0V,uint,12
LZ_SPARE8,uint,4
LZ_CH7_FLASH_2P3V,uint,12
LZ_SPARE7,uint,4
LZ_CH6_BOX_TEMP,uint,12
LZ_LAST_CMD_TIME,uint,32
LZ_RESERVED,uint,16
LZ_SPARE9,uint,15
LZ_BOOT_TABLE_SELECT,uint,1
LZ_SPARE10,uint,16
LZ_SYNC_WORD,uint,16
TLM_PROC_TLM_MAP_ID,uint,32
TLM_PROC_TLM_MAP_SIZE,uint,32
TLM_PROC_TLM_TABLE_USED,uint,8
COMMAND_TLM_CMD_STATUS,uint,8
COMMAND_TLM_CMD_REJECT_STATUS,uint,8
COMMAND_TLM_CMD_ACCEPT_COUNT,uint,8
COMMAND_TLM_CMD_REJECT_COUNT,uint,8
COMMAND_TLM_LAST_ACC_CMD_BYTES1,uint,8
COMMAND_TLM_LAST_ACC_CMD_BYTES2,uint,8
COMMAND_TLM_LAST_ACC_CMD_BYTES3,uint,8
COMMAND_TLM_LAST_ACC_CMD_BYTES4,uint,8
COMMAND_TLM_LAST_ACC_CMD_BYTES5,uint,8
COMMAND_TLM_LAST_ACC_CMD_BYTES6,uint,8
COMMAND_TLM_LAST_ACC_CMD_BYTES7,uint,8
COMMAND_TLM_LAST_ACC_CMD_BYTES8,uint,8
COMMAND_TLM_LAST_REJ_CMD_BYTES1,uint,8
COMMAND_TLM_LAST_REJ_CMD_BYTES2,uint,8
COMMAND_TLM_LAST_REJ_CMD_BYTES3,uint,8
COMMAND_TLM_LAST_REJ_CMD_BYTES4,uint,8
COMMAND_TLM_LAST_REJ_CMD_BYTES5,uint,8
COMMAND_TLM_LAST_REJ_CMD_BYTES6,uint,8
COMMAND_TLM_LAST_REJ_CMD_BYTES7,uint,8
COMMAND_TLM_LAST_REJ_CMD_BYTES8,uint,8
GENERAL_VERSION_CODE_1,uint,32
GENERAL_VERSION_CODE_2,uint,32
GENERAL_VERSION_TYPE,uint,8
GENERAL_ASYNC_RUNNING,uint,8
GENERAL_INERTIAL_INDEX,uint,8
GENERAL_INERTIA1,uint,32
GENERAL_INERTIA2,uint,32
GENERAL_INERTIA3,uint,32
GENERAL_INERTIA4,uint,32
GENERAL_INERTIA5,uint,32
GENERAL_INERTIA6,uint,32
GENERAL_INERTIA7,uint,32
GENERAL_INERTIA8,uint,32
GENERAL_INERTIA9,uint,32
TIME_TAI_SECONDS,uint,64
TIME_JD_OF_NOW_WRT_TAI,uint,32
TIME_GPS_UPDATE_CYCLE_PERIOD,uint,32
TIME_GPS_UPDATE_CYCLE_COUNT,uint,32
TIME_TIME_VALID,uint,8
REFS_GPS_TIMER,uint,32
REFS_TIME_NOW,uint,64
REFS_Q_ECEF_WRT_ECI1,uint,32
REFS_Q_ECEF_WRT_ECI2,uint,32
REFS_Q_ECEF_WRT_ECI3,uint,32
REFS_Q_ECEF_WRT_ECI4,uint,32
REFS_POSITION_WRT_ECI1,uint,64
REFS_POSITION_WRT_ECI2,uint,64
REFS_POSITION_WRT_ECI3,uint,64
REFS_POSITION_WRT_ECEF1,uint,64
REFS_POSITION_WRT_ECEF2,uint,64
REFS_POSITION_WRT_ECEF3,uint,64
REFS_VELOCITY_WRT_ECI1,uint,64
REFS_VELOCITY_WRT_ECI2,uint,64
REFS_VELOCITY_WRT_ECI3,uint,64
REFS_VELOCITY_WRT_ECEF1,uint,64
REFS_VELOCITY_WRT_ECEF2,uint,64
REFS_VELOCITY_WRT_ECEF3,uint,64
REFS_NADIR_VECTOR_BODY1,uint,16
