name,data_type,bit_length
ENG_LZ_HDR_SCID,uint,8
ENG_LZ_HDR_FILL1,uint,1
ENG_LZ_HDR_FLASH_BLOCK,uint,15
ENG_LZ_HDR_FILL2,uint,2
ENG_LZ_HDR_TIME_QUALITY,uint,2
ENG_LZ_HDR_USEC,uint,20
ENG_LZ_HDR_SEC,uint,32
LZ_PPT_FPGA_VER_MAJ,uint,8
LZ_PPT_FPGA_VERS_MIN,uint,8
LZ_PPT_BATTCHG_I,uint,16
LZ_PPT_BATTEND_V,uint,16
LZ_PPT_CTRL_SRST,uint,1
LZ_PPT_CTRL_RST,uint,1
LZ_PPT_CTRL_RST2,uint,1
LZ_PPT_CTRL_RST1,uint,1
LZ_PPT_CTRL_1_SPARE,uint,1
LZ_PPT_CTRL_C_UV_LO,uint,1
LZ_PPT_CTRL_B_UV_LO,uint,1
LZ_PPT_CTRL_A_UV_LO,uint,1
LZ_PPT_CTRL_2_SPARE,uint,5
LZ_PPT_CTRL_PWM_3_EN,uint,1
LZ_PPT_CTRL_PWM_2_EN,uint,1
LZ_PPT_CTRL_PWM_1_EN,uint,1
LZ_PPT_SA_A_OL_INTERVAL,uint,16
LZ_PPT_SA_A_OL_COUNT,uint,16
LZ_PPT_SA_A_OL_LIMIT,uint,16
LZ_PPT_SA_A_SS_PWM,uint,16
LZ_PPT_SA_B_OL_INTERVAL,uint,16
LZ_PPT_SA_B_OL_COUNT,uint,16
LZ_PPT_SA_B_OL_LIMIT,uint,16
LZ_PPT_SA_B_SS_PWM,uint,16
LZ_PPT_SA_C_OL_INTERVAL,uint,16
LZ_PPT_SA_C_OL_COUNT,uint,16
LZ_PPT_SA_C_OL_LIMIT,uint,16
LZ_PPT_SA_C_SS_PWM,uint,16
LZ_PPT_STAT_1_SPARE,uint,1
LZ_PPT_STAT_PO_C_EN,uint,1
LZ_PPT_STAT_PO_B_EN,uint,1
LZ_PPT_STAT_PO_A_EN,uint,1
LZ_PPT_STAT_2_SPARE,uint,1
LZ_PPT_STAT_OL_C_SS_EN,uint,1
LZ_PPT_STAT_OL_B_SS_EN,uint,1
LZ_PPT_STAT_OL_A_SS_EN,uint,1
LZ_PPT_STAT_SEP,uint,1
